phulangsunguy	phulangsu/NPR+nguy/PAN
^EOS
tokngil	tokngil/NPR
cengpwunguy	cengpwu/NNC+nguy/PAN
kanglyekhan	kanglyek/NNC+ha/XSJ+ngun/EAN
cingwenkwa	cingwen/NNC+kwa/PCJ
EUlul	EU/NFW+ngul/PCA
tungngey	tung/NNC+ngey/PAD
ngepko	ngep/VV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
khohu-peycenun	khohu/NPR+-/SSY+peyce/NPR+ngun/PAU
2	2/NNU
ngil	ngil/NNX
ngwesingthenngeyse	ngwesingthen/NPR+ngeyse/PAD
ngyellin	ngyelli/VV+ngun/EAN
IMF	IMF/NFW
ciphayngngisahoy	ciphayng/NNC+ngisahoy/NNC
pikongsikthwuphyongeyse	pikongsik/NNC+thwuphyo/NNC+ngeyse/PAD
kyengcayngcangin	kyengcayngca/NNC+ngi/CO+ngun/EAN
suthaynli	suthaynli/NPR
phisye	phisye/NPR
IMF	IMF/NFW
swusekpwuchongcayngwa	swusek/NNC+pwuchongcay/NNC+kwa/PCJ
sakhakhipala	sakhakhipala/NPR
ngeyngisukhey	ngeyngisukhey/NPR
(	(/SLQ
mok	mok/NPR
+	+/SSY
sinngwenngyengca	sinngwenngyengca/NPR
)	)/SRQ
cen	cen/DAN
ngilpon	ngilpon/NPR
taycangseng	taycangseng/NPR
caymwukwanngul	caymwukwan/NNC+ngul/PCA
ceychiko	ceychi/VV+ko/ECS
kacang	kacang/ADV
manhngun	manh/VJ+ngun/EAN
cicilul	cici/NNC+ngul/PCA
hoyktukhayssta	hoyktuk/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
khohu-peycenun	khohu/NPR+-/SSY+peyce/NPR+ngun/PAU
kulena	kulena/ADC
nginal	nginal/NNC
thwuphyongeyse	thwuphyo/NNC+ngeyse/PAD
cencheynguy	cenchey/NNC+nguy/PAN
36	36/NNU
pheseynthungey	pheseynthu/NNX+ngey/PAD
talhanun	talha/VV+nun/EAN
kikwenphyolo	kikwenphyo/NNC+ngulo/PAD
nginhay	nginha/VV+nge/ECS
chaki	chaki/NNC
chongcaylo	chongcay/NNC+ngulo/PAD
senchwultoyki	senchwul/NNC+toy/XSV+ki/ENM
ngwihan	ngwiha/VV+ngun/EAN
chwungpwunhan	chwungpwun/NNC+ha/XSV+ngun/EAN
cicihwakpongeynun	cici/NNC+hwakpo/NNC+ngey/PAD+ngun/PAU
silphayhayssta	silphay/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
nginun	ngi/NPN+ngun/PAU
IMF	IMF/NFW
chongcaysenchwulkwacengngul	chongcay/NNC+senchwul/NNC+kwaceng/NNC+ngul/PCA
silcilcekngulo	silcil/NNC+cek/XSF+ngulo/PAD
cwangwuhako	cwangwu/NNC+ha/XSV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
mikwuknguy	mikwuk/NPR+nguy/PAN
pantayngey	pantay/NNC+ngey/PAD
ttalun	ttalu/VV+ngun/EAN
kesngulo	kes/NNX+ngulo/PAD
mikwukngun	mikwuk/NPR+ngun/PAU
nginalto	nginal/NNC+to/PAU
khohu-peycengey	khohu/NPR+-/SSY+peyce/NPR+ngey/PAD
tayhan	tayha/VV+ngun/EAN
pantayngipcangngul	pantay/NNC+ngipcang/NNC+ngul/PCA
ketup	ketup/ADV
phyomyenghayssta	phyomyeng/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
pil	pil/NPR
khullinthen	khullinthen/NPR
mi	mi/NPR
taythonglyengngun	taythonglyeng/NNC+ngun/PAU
ciphayngngisahoyngey	ciphayng/NNC+ngisahoy/NNC+ngey/PAD
ngaphse	ngaphse/ADV
ngyulepnginsaka	ngyulep/NPR+nginsa/NNC+ngi/PCA
IMF	IMF/NFW
chongcaylo	chongcay/NNC+ngulo/PAD
senchwultwayngya	senchwul/NNC+toy/XSV+ngengya/ECS
hantanun	ha/VX+nunta/EFN+nun/EAN
ngipcangngul	ngipcang/NNC+ngul/PCA
caycha	caycha/ADV
palkhimyense	palkhi/VV+ngumyense/ECS
thukhi	thukhi/ADV
nunglyekngissnun	nunglyek/NNC+ngiss/VJ+nun/EAN
tokngil	tokngil/NPR
chwulsin	chwulsin/NNC
nginsaka	nginsa/NNC+ngi/PCA
hwupolo	hwupo/NNC+ngulo/PAD
nangomyen	nango/VV+ngumyen/ECS
cohngul	coh/VJ+ngul/EAN
kesngilako	kes/NNX+ngi/CO+la/EFN+ko/PAD
malhay	malha/VV+nge/ECS
khohu-peycengey	khohu/NPR+-/SSY+peyce/NPR+ngey/PAD
tayhan	tayha/VV+ngun/EAN
pantayngipcangngul	pantay/NNC+ngipcang/NNC+ngul/PCA
ketup	ketup/ADV
hwaknginhayssta	hwakngin/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
khullinthen	khullinthen/NPR
taythonglyengngun	taythonglyeng/NNC+ngun/PAU
phisye	phisye/NPR
pwuchongcayka	pwuchongcay/NNC+ngi/PCA
nunglyekngul	nunglyek/NNC+ngul/PCA
kacchwun	kacchwu/VV+ngun/EAN
nginmwulngilanun	nginmwul/NNC+ngi/CO+la/EFN+nun/EAN
cemngeynun	cem/NNC+ngey/PAD+ngun/PAU
tongnguyhaciman	tongnguy/NNC+ha/XSV+ciman/ECS
IMF	IMF/NFW
chongcaynun	chongcay/NNC+ngun/PAU
kwanlyeyngey	kwanlyey/NNC+ngey/PAD
ttala	ttalu/VV+nge/ECS
ngyulepngeyse	ngyulep/NPR+ngeyse/PAD
nangwangya	nango/VV+ngengya/ECS
hantako	ha/VX+nunta/EFN+ko/PAD
cicek	cicek/NNC
,	,/SCM
cakwukminngin	cakwukmin/NNC+ngi/CO+ngun/EAN
phisyelul	phisye/NPR+ngul/PCA
chaki	chaki/NNC
chongcaylo	chongcay/NNC+ngulo/PAD
milci	mil/VV+ci/ECS
nganhngul	nganh/VX+ngul/EAN
kesngimngul	kes/NNX+ngi/CO+ngum/ENM+ngul/PCA
pwunmyenghi	pwunmyenghi/ADV
hayssta	ha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
khohu-peycelul	khohu/NPR+-/SSY+peyce/NPR+ngul/PCA
kongsikhwupolo	kongsik/NNC+hwupo/NNC+ngulo/PAD
chwuchenhan	chwuchen/NNC+ha/XSV+ngun/EAN
EUnguy	EU/NFW+nguy/PAN
lomano	lomano/NPR
phuloti	phuloti/NPR
ciphayngngwingwencangto	ciphayng/NNC+ngwingwencang/NNC+to/PAU
nginal	nginal/NNC
khohu-peycengey	khohu/NPR+-/SSY+peyce/NPR+ngey/PAD
tayhan	tayha/VV+ngun/EAN
cici	cici/NNC
chelhoykanungsengngul	chelhoy/NNC+kanungseng/NNC+ngul/PCA
sisahayssta	sisa/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
phuloti	phuloti/NPR
ciphayngngwingwencangngun	ciphayng/NNC+ngwingwencang/NNC+ngun/PAU
3	3/NNU
ngilca	ngilca/NNX
phanginaynsyel	phanginaynsyel/NPR
thangimsu	thangimsu/NPR
tokngilngephankwa	tokngilnge/NNC+phan/NNC+kwa/PAD
kacin	kaci/VV+ngun/EAN
hoykyenngeyse	hoykyen/NNC+ngeyse/PAD
mikwukngi	mikwuk/NPR+ngi/PCA
pantayhanun	pantay/NNC+ha/XSV+nun/EAN
nginsaka	nginsa/NNC+ngi/PCA
IMF	IMF/NFW
chongcaylo	chongcay/NNC+ngulo/PAD
senchwultoyl	senchwul/NNC+toy/XSV+ngul/EAN
kanungsengngun	kanungseng/NNC+ngun/PAU
ngepstako	ngeps/VJ+ta/EFN+ko/PAD
malhay	malha/VV+nge/ECS
khohu-peycengey	khohu/NPR+-/SSY+peyce/NPR+ngey/PAD
tayhan	tayha/VV+ngun/EAN
pikwancekngin	pikwan/NNC+cek/XSF+ngi/CO+ngun/EAN
kyenhaylul	kyenhay/NNC+ngul/PCA
palkhyessta	palkhi/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
kulena	kulena/ADC
tokngil	tokngil/NPR
cengpwunun	cengpwu/NNC+ngun/PAU
khohu-peycengey	khohu/NPR+-/SSY+peyce/NPR+ngey/PAD
tayhan	tayha/VV+ngun/EAN
mikwukngi	mikwuk/NPR+ngi/PCA
pantayngipcang	pantay/NNC+ngipcang/NNC
phyomyengngun	phyomyeng/NNC+ngun/PAU
cakwukngey	cakwuk/NNC+ngey/PAD
tayhan	tayha/VV+ngun/EAN
pingwuhocekngin	pi/XPF+ngwuho/NNC+cek/XSF+ngi/CO+ngun/EAN
chesalako	chesa/NNC+ngi/CO+la/EFN+ko/PAD
pinanhamyense	pinan/NNC+ha/XSV+ngumyense/ECS
khohu-peyce	khohu/NPR+-/SSY+peyce/NPR
ngingoyngey	ngingoy/NNC+ngey/PAD
talun	talun/DAN
hwupolul	hwupo/NNC+ngul/PCA
nayseyngwul	nayseyngwu/VV+ngul/EAN
sayngkakngi	sayngkak/NNC+ngi/PCA
ngepsngumngul	ngeps/VJ+ngum/ENM+ngul/PCA
ketup	ketup/ADV
palkhyessta	palkhi/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
IMF	IMF/NFW
chongcaynun	chongcay/NNC+ngun/PAU
centhongcekngulo	centhong/NNC+cek/XSF+ngulo/PAD
ngyulepnginsaka	ngyulep/NPR+nginsa/NNC+ngi/PCA
mathngangwassta	math/VV+nge/ECS+ngo/VX+ngess/EPF+ta/EFN
.	./SFN
^EOS
tangimlekhulangisullenun	tangimkhulangisulle/NPR+ngun/PAU
honta	honta/NPR
mich	mich/ADC
missupisi	missupisi/NPR
catongchangwa	catongcha/NNC+kwa/PAD
ceyhyu	ceyhyu/NNC
mwunceylul	mwuncey/NNC+ngul/PCA
hyepsanghako	hyepsang/NNC+ha/XSV+ko/ECS
ngisstako	ngiss/VX+ta/EFN+ko/PAD
tangimlekhulangisulle	tangimlekhulangisulle/NPR
kanpwuka	kanpwu/NNC+ngi/PCA
phulangsu	phulangsu/NPR
sinmwunngey	sinmwun/NNC+ngey/PAD
palkhin	palkhi/VV+ngun/EAN
kesngulo	kes/NNX+ngulo/PAD
2	2/NNU
ngil	ngil/NNX
pototwayssta	poto/NNC+toy/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
la	la/NPR
thulipyunngun	thulipyun/NPR+ngun/PAU
tangimlekhulangisulle	tangimlekhulangisulle/NPR
kanpwungin	kanpwu/NNC+ngi/CO+ngun/EAN
ngwilukeyn	ngwilukeyn/NPR
hwupethulul	hwupethu/NPR+ngul/PCA
nginngyonghay	nginngyong/NNC+ha/XSV+nge/ECS
ngikathngi	ngikathngi/ADV
cenhamyense	cenha/VV+ngumyense/ECS
tangimlekhulangisulleka	tangimlekhulangisulle/NPR+ngi/PCA
phulangsunguy	phulangsu/NPR+nguy/PAN
phwuco-sithulongayngkwa	phwuco/NPR+-/SSY+sithulongayng/NPR+kwa/PAD
sumathukha	sumathukha/NPR
4	4/NNU
nginsung	nginsung/NNX
moteyl	moteyl/NNC
sayngsanngul	sayngsan/NNC+ngul/PCA
ngwihan	ngwiha/VV+ngun/EAN
kiswul	kiswul/NNC
ceyhyu	ceyhyu/NNC
hyepsangto	hyepsang/NNC+to/PAU
kyeysokhako	kyeysok/NNC+ha/XSV+ko/ECS
ngisstako	ngiss/VX+ta/EFN+ko/PAD
cenhayssta	cenha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
tangimle-peynchungwa	tangimle/NPR+-/SSY+peynchu/NPR+kwa/PCJ
sungwisu	sungwisu/NPR
sikyeyhoysangin	sikyey/NNC+hoysa/NNC+ngi/CO+ngun/EAN
sungwechika	sungwechi/NPR+ngi/PCA
kongtong	kongtong/NNC
chwucinhan	chwucin/NNC+ha/XSV+ngun/EAN
sumathukha	sumathukha/NPR
phanmaynun	phanmay/NNC+ngun/PAU
cinanhay	cinanhay/NNC
kukhi	kukhi/ADV
cecohay	ceco/NNC+ha/XSJ+nge/ECS
silphayhan	silphay/NNC+ha/XSV+ngun/EAN
kesngulo	kes/NNX+ngulo/PAD
pwunsektoyko	pwunsek/NNC+toy/XSV+ko/ECS
ngissta	ngiss/VX+ta/EFN
.	./SFN
^EOS
ngyungeyn	ngyungeyn/NPR
choyko	choyko/NNC
nginkwentamtangcaka	nginkwen/NNC+tamtangca/NNC+ngi/PCA
cwungkwuknguy	cwungkwuk/NPR+nguy/PAN
nginkwen	nginkwen/NNC
sanghwangngi	sanghwang/NNC+ngi/PCA
ngakhwatoyko	ngakhwa/NNC+toy/XSV+ko/ECS
ngisstako	ngiss/VX+ta/EFN+ko/PAD
pinanhan	pinan/NNC+ha/XSV+ngun/EAN
tey	tey/NNX
tayhay	tayha/VV+nge/ECS
cwungkwukchukngi	cwungkwuk/NPR+chuk/NNX+ngi/PCA
cukkak	cukkak/ADV
cwungkwuknguy	cwungkwuk/NPR+nguy/PAN
nginkwen	nginkwen/NNC
sanghwangngun	sanghwang/NNC+ngun/PAU
hyencay	hyencay/NNC
choysangnguy	choysang/NNC+nguy/PAN
sangthaylako	sangthay/NNC+ngi/CO+la/EFN+ko/PAD
pankyekhako	pankyek/NNC+ha/XSV+ko/ECS
nasemngulosse	nase/VV+ngum/ENM+ngulosse/PAD
cwungkwuknguy	cwungkwuk/NPR+nguy/PAN
nginkwenmwunceyka	nginkwen/NNC+mwuncey/NNC+ngi/PCA
tto	tto/ADV
tasi	tasi/ADV
cwumokngul	cwumok/NNC+ngul/PCA
kkulkey	kkul/VV+key/ECS
twayssta	toy/VX+ngess/EPF+ta/EFN
.	./SFN
^EOS
meyli	meyli/NPR
lopinsun	lopinsun/NPR
ngyungeynnginkwenkotungphanmwukwanngun	ngyungeyn/NNC+nginkwen/NNC+kotung/NNC+phanmwukwan/NNC+ngun/PAU
2	2/NNU
ngil	ngil/NNX
cwungkwuknguy	cwungkwuk/NPR+nguy/PAN
nginkwen	nginkwen/NNC
sanghwangngi	sanghwang/NNC+ngi/PCA
tengwuk	tengwuk/ADV
ngakhwatoyko	ngakhwa/NNC+toy/XSV+ko/ECS
ngissngumye	ngiss/VX+ngumye/ECS
kiponcekngin	kipon/NNC+cek/XSF+ngi/CO+ngun/EAN
cangyulul	cangyu/NNC+ngul/PCA
ngekngaphanuntey	ngekngap/NNC+ha/XSV+nuntey/ECS
tayhan	tayha/VV+ngun/EAN
pinantulngi	pinan/NNC+tul/XSF+ngi/PCA
cungtayhako	cungtay/NNC+ha/XSV+ko/ECS
ngisstako	ngiss/VX+ta/EFN+ko/PAD
cwucanghayssta	cwucang/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
cwungkwuk	cwungkwuk/NPR
pangmwuncwung	pangmwun/NNC+cwung/NNX
cheynchichen	cheynchichen/NPR
(	(/SLQ
cenkichim	cenkichim/NPR
)	)/SRQ
pwuchongli	pwuchongli/NNC
tung	tung/NNX
cwungkwuk	cwungkwuk/NPR
kongwikwanlingwa	kongwi/NNC+kwanli/NNC+kwa/PAD
mannan	manna/VV+ngun/EAN
lopinsunngun	lopinsun/NPR+ngun/PAU
nginal	nginal/NNC
2	2/NNU
ngilkannguy	ngil/NNX+kan/XSF+nguy/PAN
pangmwunngul	pangmwun/NNC+ngul/PCA
machimyense	machi/VV+ngumyense/ECS
kacin	kaci/VV+ngun/EAN
kicahoykyenngeyse	kica/NNC+hoykyen/NNC+ngeyse/PAD
"^LQ	"/SLQ
cinan	cinan/DAN
98	98/NNU
nyen	nyen/NNX
9	9/NNU
ngwel	ngwel/NNX
cwungkwukngul	cwungkwuk/NPR+ngul/PCA
pangmwunhan	pangmwun/NNC+ha/XSV+ngun/EAN
ngihwu	ngihwu/NNC
cwungkwuknguy	cwungkwuk/NPR+nguy/PAN
nginkwensanghwangngi	nginkwen/NNC+sanghwang/NNC+ngi/PCA
ngakhwatwayngon	ngakhwa/NNC+toy/XSV+nge/ECS+ngo/VX+ngun/EAN
kes	kes/NNX
kathtanun	kath/VJ+ta/EFN+nun/EAN
kesngi	kes/NNX+ngi/PCA
ngwulitulnguy	ngwuli/NPN+tul/XSF+nguy/PAN
cwungyo	cwungyo/NNC
ngwulyesahang	ngwulye/NNC+sahang/NNC
tul	tul/NNC
cwungnguy	cwung/NNX+nguy/PAN
hana	hana/NNU
"^RQ	"/SRQ
lako	ngi/CO+la/EFN+ko/PAD
cicekhayssta	cicek/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
kunun	ku/NPN+ngun/PAU
"^LQ	"/SLQ
phyohyennguy	phyohyen/NNC+nguy/PAN
cangyungwa	cangyu/NNC+kwa/PCJ
congkyo	congkyo/NNC
mich	mich/ADC
kyelsa	kyelsa/NNC
tung	tung/NNX
3	3/NNU
kay	kay/NNX
kipon	kipon/NNC
pwunngyangeyse	pwunngya/NNC+ngeyse/PAD
cwungkwuknguy	cwungkwuk/NPR+nguy/PAN
nginkwenngi	nginkwen/NNC+ngi/PCA
ngakhwatoyn	ngakhwa/NNC+toy/XSV+ngun/EAN
tey	tey/NNX
tayhay	tayha/VV+nge/ECS
silmangngul	silmang/NNC+ngul/PCA
hako	ha/VV+ko/ECS
ngissngumye	ngiss/VX+ngumye/ECS
ngwulyelul	ngwulye/NNC+ngul/PCA
phyomyenghanta	phyomyeng/NNC+ha/XSV+nunta/EFN
"^RQ	"/SRQ
ko	ko/PAD
malhako	malha/VV+ko/ECS
"^LQ	"/SLQ
thukhi	thukhi/ADV
notongmwunceyngwa	notong/NNC+mwuncey/NNC+kwa/PAD
kwanlyenhay	kwanlyen/NNC+ha/XSV+nge/ECS
kyelsanguy	kyelsa/NNC+nguy/PAN
cangyungey	cangyu/NNC+ngey/PAD
kwanhay	kwanha/VV+nge/ECS
ngwulyelul	ngwulye/NNC+ngul/PCA
phyomyenghanta	phyomyeng/NNC+ha/XSV+nunta/EFN
"^RQ	"/SRQ
ko	ko/PAD
kangcohayssta	kangco/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
lopinsun	lopinsun/NPR
kotungphanmwukwanngun	kotung/NNC+phanmwukwan/NNC+ngun/PAU
cinan	cinan/DAN
98	98/NNU
nyen	nyen/NNX
12	12/NNU
ngwel	ngwel/NNX
thansaynghan	thansayng/NNC+ha/XSV+ngun/EAN
cwungkwukmincwutangnguy	cwungkwuk/NPR+mincwutang/NPR+nguy/PAN
changtangcwutonginsatulngeykey	changtang/NNC+cwuto/NNC+nginsa/NNC+tul/XSF+ngeykey/PAD
senkotoyn	senko/NNC+toy/XSV+ngun/EAN
cangki	cangki/NNC
cingngyekhyengkwa	cingngyekhyeng/NNC+kwa/PCJ
kikongtanchey	kikong/NNC+tanchey/NNC
peplyunkongngey	peplyunkong/NPR+ngey/PAD
tayhan	tayha/VV+ngun/EAN
taytaycekngin	taytay/NNC+cek/XSF+ngi/CO+ngun/EAN
thanngap	thanngap/NNC
tungngi	tung/NNX+ngi/PCA
nginkwensanghwang	nginkwen/NNC+sanghwang/NNC
ngakhwalul	ngakhwa/NNC+ngul/PCA
myengpaykhi	myengpaykhi/ADV
pongyecwunun	pongi/VV+nge/ECS+cwu/VX+nun/EAN
ngyeytulngilako	ngyey/NNC+tul/XSF+ngi/CO+la/EFN+ko/PAD
cicekhayssta	cicek/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
kunun	ku/NPN+ngun/PAU
tto	tto/ADV
cwungkwukngi	cwungkwuk/NPR+ngi/PCA
cinan	cinan/DAN
97	97/NNU
nyenkwa	nyen/NNX+kwa/PCJ
98	98/NNU
nyen	nyen/NNX
kakkak	kakkak/ADV
semyenghan	semyeng/NNC+ha/XSV+ngun/EAN
ngyungeyn	ngyungeyn/NPR
sahoykyengceymwunhwakwenli	sahoy/NNC+kyengcey/NNC+mwunhwa/NNC+kwenli/NNC
kwukceyhyepngyakkwa	kwukcey/NNC+hyepngyak/NNC+kwa/PCJ
simincengchikwenlikwukceyhyepngyakngey	simin/NNC+cengchi/NNC+kwenli/NNC+kwukcey/NNC+hyepngyak/NNC+ngey/PAD
tayhan	tayha/VV+ngun/EAN
picwunngul	picwun/NNC+ngul/PCA
cingyensikhiko	cingyen/NNC+sikhi/XSV+ko/ECS
ngissnuntey	ngiss/VX+nuntey/ECS
tayhayseto	tayha/VV+ngese/ECS+to/PAU
ngwulyelul	ngwulye/NNC+ngul/PCA
phyomyenghayssta	phyomyeng/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
cheyn	cheyn/NPR
pwuchonglinun	pwuchongli/NNC+ngun/PAU
lopinsunnguy	lopinsun/NPR+nguy/PAN
pinanngey	pinan/NNC+ngey/PAD
cukkak	cukkak/ADV
tayngunghamyense	tayngung/NNC+ha/XSV+ngumyense/ECS
kakkwuknguy	kakkwuk/NNC+nguy/PAN
sangngihan	sangngi/NNC+ha/XSJ+ngun/EAN
ngyekenngulo	ngyeken/NNC+ngulo/PAD
nginkwenngey	nginkwen/NNC+ngey/PAD
tayhay	tayha/VV+nge/ECS
sangngihan	sangngi/NNC+ha/XSJ+ngun/EAN
kyenhaylul	kyenhay/NNC+ngul/PCA
kacnun	kac/VV+nun/EAN
kesngun	kes/NNX+ngun/PAU
cangyensulengwun	cangyen/NNC+sulep/XSJ+ngun/EAN
kesngilamyense	kes/NNX+ngi/CO+la/EFN+myense/ECS
taykyelngi	taykyel/NNC+ngi/PCA
ngikyenngul	ngikyen/NNC+ngul/PCA
haysohanun	hayso/NNC+ha/XSV+nun/EAN
cekcelhan	cekcel/NNC+ha/XSJ+ngun/EAN
pangpepngi	pangpep/NNC+ngi/PCA
nganilako	ngani/VJ+la/EFN+ko/PAD
panpakhayssta	panpak/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
cheyn	cheyn/NPR
pwuchonglinun	pwuchongli/NNC+ngun/PAU
lopinsun	lopinsun/NPR
kotungphanmwukwanngeykey	kotung/NNC+phanmwukwan/NNC+ngeykey/PAD
nginkwenngul	nginkwen/NNC+ngul/PCA
cungcinhako	cungcin/NNC+ha/XSV+ko/ECS
pohohanuntey	poho/NNC+ha/XSV+nuntey/ECS
ngissngese	ngiss/VX+ngese/ECS
hayngtongngi	hayngtong/NNC+ngi/PCA
malpota	mal/NNC+pota/PAD
te	te/ADV
cwungngyohatanun	cwungngyo/NNC+ha/XSJ+ta/EFN+nun/EAN
cemngul	cem/NNC+ngul/PCA
cicekhaysstako	cicek/NNC+ha/XSV+ngess/EPF+ta/EFN+ko/PAD
kwanngyeng	kwanngyeng/NNC
sinhwathongsinngi	sinhwathongsin/NPR+ngi/PCA
cenhayssta	cenha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
cwupangcango	cwupangcango/NPR
(	(/SLQ
cwupangco	cwupangco/NPR
)	)/SRQ
ngoykyopwu	ngoykyopwu/NPR
taypyennginngun	taypyenngin/NNC+ngun/PAU
"^LQ	"/SLQ
cwungkwuknguy	cwungkwuk/NPR+nguy/PAN
hyen	hyen/DAN
nginkwen	nginkwen/NNC
sanghwangngun	sanghwang/NNC+ngun/PAU
choysangnguy	choysang/NNC+nguy/PAN
sikingey	siki/NNC+ngey/PAD
ngissngumye	ngiss/VJ+ngumye/ECS
phyohyenkwa	phyohyen/NNC+kwa/PCJ
ciphoy	ciphoy/NNC
,	,/SCM
congkyocek	congkyo/NNC+cek/XSF
sinnyemnguy	sinnyem/NNC+nguy/PAN
cangyungwa	cangyu/NNC+kwa/PCJ
kwenlilul	kwenli/NNC+ngul/PCA
pilos	pilos/NNC
cwungkwuk	cwungkwuk/NPR
nginminnguy	nginmin/NNC+nguy/PAN
ngyelekaci	ngyelekaci/NNC
kiponkwenngi	kiponkwen/NNC+ngi/PCA
chwungpwunhi	chwungpwunhi/ADV
pocangtoynge	pocang/NNC+toy/XSV+nge/ECS
ngisstanun	ngiss/VX+ta/EFN+nun/EAN
cemngi	cem/NNC+ngi/PCA
cicektwayngyaman	cicek/NNC+toy/XSV+ngengyaman/ECS
hal	ha/VX+ngul/EAN
kes	kes/NNX
"^RQ	"/SRQ
ngilako	ngi/CO+la/EFN+ko/PAD
malhayssta	malha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
kunun	ku/NPN+ngun/PAU
"^LQ	"/SLQ
cwungkwuk	cwungkwuk/NPR
nginminngun	nginmin/NNC+ngun/PAU
nginkwen	nginkwen/NNC
sanghwangngey	sanghwang/NNC+ngey/PAD
kwanhay	kwanha/VV+nge/ECS
mancokhako	mancok/NNC+ha/XSV+ko/ECS
ngissngumye	ngiss/VX+ngumye/ECS
nginun	ngi/NPN+ngun/PAU
kwukceysahoyngeyse	kwukcey/NNC+sahoy/NNC+ngeyse/PAD
nelli	nelli/ADV
ngincengpatko	nginceng/NNC+pat/VV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
sasil	sasil/NNC
"^RQ	"/SRQ
ngilako	ngi/CO+la/EFN+ko/PAD
cicekhayssta	cicek/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
ngonun	ngonun/DAN
20	20/NNU
ngil	ngil/NNX
ceyneypangeyse	ceyneypa/NPR+ngeyse/PAD
ngyungeynnginkwenngwingwenhoy	ngyungeyn/NNC+nginkwen/NNC+ngwingwenhoy/NNC
ngyenlyeyhoytamngul	ngyenlyey/NNC+hoytam/NNC+ngul/PCA
ngaphtwuko	ngaphtwu/VV+ko/ECS
pelngecin	pelngeci/VV+ngun/EAN
ngyungeynchukkwa	ngyungeyn/NPR+chuk/NNX+kwa/PAD
cwungkwukchukkannguy	cwungkwuk/NPR+chuk/NNX+nguy/PAN
nginkwen	nginkwen/NNC
noncayngngulo	noncayng/NNC+ngulo/PAD
cwungkwuk	cwungkwuk/NPR
nginkwenmwunceyngey	nginkwen/NNC+mwuncey/NNC+ngey/PAD
kwansimngi	kwansim/NNC+ngi/PCA
tengwuk	tengwuk/ADV
cipcwungtoyl	cipcwung/NNC+toy/XSV+ngul/EAN
kesngulo	kes/NNX+ngulo/PAD
ponginta	pongi/VV+nunta/EFN
.	./SFN
^EOS
ngilponnguy	ngilpon/NPR+nguy/PAN
ngasinga	ngasinga/NPR
cingwen	cingwen/NNC
phulokulaymngin	phulokulaym/NNC+ngi/CO+ngun/EAN
`^LQ	`/SLQ
mingyacangwa	mingyacangwa/NPR
phullayn	phullayn/NNC
'^RQ	'/SRQ
cisok	cisok/NNC
ngyepwunun	ngyepwu/NNC+ngun/PAU
swuhyeykwuktulngi	swuhyeykwuk/NNC+tul/XSF+ngi/PCA
ngilul	ngi/NPN+ngul/PCA
kyeysok	kyeysok/ADV
philngyolo	philngyo/NNC+ngulo/PAD
hal	ha/VV+ngul/EAN
kesngincingey	kes/NNX+ngi/CO+ngunci/EFN+ngey/PAD
tallye	talli/VV+nge/ECS
ngisstako	ngiss/VX+ta/EFN+ko/PAD
kwulota	kwulota/NPR
halwuhikho	halwuhikho/NPR
taycangseng	taycangseng/NPR
kwukceytamtangchakwanngi	kwukcey/NNC+tamtang/NNC+chakwan/NNC+ngi/PCA
2	2/NNU
ngil	ngil/NNX
malhayssta	malha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
kwulota	kwulota/NPR
chakwanngun	chakwan/NNC+ngun/PAU
kicatulnguy	kica/NNC+tul/XSF+nguy/PAN
cilmwunngey	cilmwun/NNC+ngey/PAD
ngilehkey	ngileh/VJ+key/ECS
taytaphamyense	taytap/NNC+ha/XSV+ngumyense/ECS
"^LQ	"/SLQ
ngasinga	ngasinga/NPR
kwukkatulngi	kwukka/NNC+tul/XSF+ngi/PCA
cayceng	cayceng/NNC
cingwenngul	cingwen/NNC+ngul/PCA
(	(/SLQ
kyeysok	kyeysok/ADV
)	)/SRQ
